"Year","Year ending","Offence Division","Offence Subdivision","Offence Subgroup","Incidents Recorded","Rate per 100,000 population"
2019,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",151,2.309820331
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",435,6.654118173
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",7741,118.412709825
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2624,40.138864563
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",692,10.585401783
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",507,7.755489456
2019,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",242,3.701831259
2019,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",38,0.581279289
2019,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",147,2.248633038
2019,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",205,3.135848794
2019,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",1718,26.279942576
2019,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",82,1.254339518
2019,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",24,0.367123761
2019,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",2,0.030593647
2019,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",93,1.422604575
2019,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",5319,81.363803586
2019,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",538,8.229690981
2019,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",663,10.141793904
2019,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1104,16.887693017
2019,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",20403,312.101087528
2019,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",2318,35.458036607
2019,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",17801,272.298753079
2019,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",1245,19.044545115
2019,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",2,0.030593647
2019,"March","F Other offences","F10 Regulatory driving offences","F14 Parking offences",1,0.015296823
2019,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",5,0.076484117
2019,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",123,1.881509276
2019,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",4,0.061187294
2019,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",81,1.239042694
2019,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",10,0.152968234
2019,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",42,0.642466582
2019,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",27,0.413014231
2019,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",27,0.413014231
2019,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",75,1.147261754
2019,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",7,0.107077764
2019,"March","F Other offences","F30 Other government regulatory offences","F35 Intellectual property",1,0.015296823
2019,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",20,0.305936468
2019,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",34,0.520091995
2019,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",30,0.458904702
2019,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",114,1.743837866
2019,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",117,1.789728336
2019,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",20,0.305936468
2019,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",35,0.535388818
2018,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",63,0.980844267
2018,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",32,0.498206612
2018,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",16,0.249103306
2018,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",75,1.167671747
2018,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",7728,120.316896771
2018,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",8803,137.053525139
2018,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",1940,30.203775846
2018,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",11741,182.795119693
2018,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",8800,137.006818269
2018,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",3133,48.777541095
2018,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",3876,60.345275865
2018,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",233,3.627566893
2018,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",753,11.723424336
2018,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",357,5.558117514
2018,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",89,1.385637139
2018,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",311,4.841945509
2018,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.015568957
2018,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2232,34.749911179
2018,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",271,4.219187244
2018,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",77,1.19880966
2018,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",42,0.653896178
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1027,15.98931845
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",843,13.124630432
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",502,7.815616224
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",545,8.485081359
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2050,31.916361074
2018,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",1786,27.806156526
2018,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",925,14.401284875
2018,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",42,0.653896178
2018,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",833,12.968940866
2018,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",2457,38.252926419
2018,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2450,38.143943723
2018,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",51,0.794016788
2018,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",526,8.189271183
2018,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",32825,511.051001099
2018,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",2813,43.795474976
2018,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",303,4.717393856
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",2996,46.644594038
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",123,1.914981664
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",4,0.062275826
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",26309,409.603679754
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",13209,205.650348013
2018,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",80,1.24551653
2018,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",13656,212.609671623
2018,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",50095,779.926881952
2018,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",17871,278.232823782
2018,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",5986,93.195774336
2018,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",7134,111.068936538
2018,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",56,0.871861571
2018,"March","B Property and deception offences","B40 Theft","B49 Other theft",35622,554.59737277
2018,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2110,32.850498471
2018,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",17139,266.836347535
2018,"March","B Property and deception offences","B50 Deception","B54 State false information",772,12.019234512
2018,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",7,0.108982696
2018,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",64,0.996413224
2018,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",89,1.385637139
2018,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",5,0.077844783
2018,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",24,0.373654959
2018,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",2721,42.363130967
2018,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",756,11.770131206
2018,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",237,3.689842719
2018,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",502,7.815616224
2018,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",10352,161.169838945
2018,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",11,0.171258523
2018,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",1952,30.390603325
2018,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",6668,103.813802752
2018,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",182,2.833550105
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",404,6.289858475
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",8197,127.618737426
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",2952,45.959559947
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",750,11.676717466
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",501,7.800047267
2018,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",206,3.207205064
2018,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",38,0.591620352
2018,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",184,2.864688018
2018,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",179,2.786843235
2018,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",1446,22.512711275
2018,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",109,1.697016272
2018,"March","D Public order and security offences","D40 Public security offences","D41 Immigration offences",1,0.015568957
2018,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",27,0.420361829
2018,"March","D Public order and security offences","D40 Public security offences","D44 Terrorism offences",21,0.326948089
2018,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",5,0.077844783
2018,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",69,1.074258007
2018,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",5148,80.148988687
2018,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",526,8.189271183
2018,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",612,9.528201452
2018,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1004,15.631232448
2018,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",18695,291.061644038
2018,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",2052,31.947498987
2018,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",16495,256.809939471
2018,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",965,15.02404314
2018,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.015568957
2018,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",1,0.015568957
2018,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",3,0.04670687
2018,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",122,1.899412708
2018,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",5,0.077844783
2018,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",49,0.762878874
2018,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",11,0.171258523
2018,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",63,0.980844267
2018,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",21,0.326948089
2018,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",36,0.560482438
2018,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",70,1.089826964
2018,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",15,0.233534349
2018,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",35,0.544913482
2018,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",22,0.342517046
2018,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",33,0.513775569
2018,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",22,0.342517046
2018,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",137,2.132947057
2018,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",14,0.217965393
2018,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",24,0.373654959
2017,"March","A Crimes against the person","A10 Homicide and related offences","A11 Murder",62,0.983719755
2017,"March","A Crimes against the person","A10 Homicide and related offences","A12 Attempted murder",42,0.666390802
2017,"March","A Crimes against the person","A10 Homicide and related offences","A14 Manslaughter & A13  Accessory/ conspiracy to murder",8,0.126931581
2017,"March","A Crimes against the person","A10 Homicide and related offences","A15 Driving causing death",68,1.078918441
2017,"March","A Crimes against the person","A20 Assault and related offences","A211 FV Serious assault",8435,133.833486074
2017,"March","A Crimes against the person","A20 Assault and related offences","A212 Non-FV Serious assault",9004,142.861494797
2017,"March","A Crimes against the person","A20 Assault and related offences","A22 Assault police, emergency services or other authorised officer",2035,32.288221003
2017,"March","A Crimes against the person","A20 Assault and related offences","A231 FV Common assault",11698,185.605704813
2017,"March","A Crimes against the person","A20 Assault and related offences","A232 Non-FV Common assault",8025,127.328242531
2017,"March","A Crimes against the person","A30 Sexual offences","A31 Rape",2905,46.092030474
2017,"March","A Crimes against the person","A30 Sexual offences","A32 Indecent assault",3515,55.770563551
2017,"March","A Crimes against the person","A30 Sexual offences","A33 Incest",226,3.585817173
2017,"March","A Crimes against the person","A30 Sexual offences","A34 Sexual offences against children",575,9.123207409
2017,"March","A Crimes against the person","A30 Sexual offences","A39 Other sexual offences",260,4.125276394
2017,"March","A Crimes against the person","A40 Abduction and related offences","A41 Abduction",132,2.094371092
2017,"March","A Crimes against the person","A40 Abduction and related offences","A42 False imprisonment",336,5.331126416
2017,"March","A Crimes against the person","A40 Abduction and related offences","A43 Slavery and sexual servitude offences",1,0.015866448
2017,"March","A Crimes against the person","A50 Robbery","A51 Aggravated robbery",2259,35.842305281
2017,"March","A Crimes against the person","A50 Robbery","A52 Non-aggravated robbery",269,4.268074423
2017,"March","A Crimes against the person","A60 Blackmail and extortion","A61 Blackmail",109,1.729442796
2017,"March","A Crimes against the person","A60 Blackmail and extortion","A62 Extortion",32,0.507726325
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A711 FV Stalking",1147,18.198815474
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A712 Non-FV Stalking",817,12.962887744
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A721 FV Harassment and private nuisance",486,7.711093566
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A722 Non-FV Harassment and private nuisance",444,7.044702764
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A731 FV Threatening behaviour",2196,34.842719078
2017,"March","A Crimes against the person","A70 Stalking, harassment and threatening behaviour","A732 Non-FV Threatening behaviour",1803,28.607205144
2017,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A81 Dangerous driving",872,13.835542366
2017,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A82 Neglect or ill treatment of people",47,0.74572304
2017,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A83 Throw or discharge object endangering people",875,13.883141709
2017,"March","A Crimes against the person","A80 Dangerous and negligent acts endangering people","A89 Other dangerous or negligent acts endangering people",2653,42.093685662
2017,"March","B Property and deception offences","B10 Arson","B11 Cause damage by fire",2866,45.473239015
2017,"March","B Property and deception offences","B10 Arson","B12 Cause a bushfire",50,0.793322383
2017,"March","B Property and deception offences","B10 Arson","B19 Other fire related offences",405,6.425911305
2017,"March","B Property and deception offences","B20 Property damage","B21 Criminal damage",34304,544.282620782
2017,"March","B Property and deception offences","B20 Property damage","B22 Graffiti",2873,45.584304148
2017,"March","B Property and deception offences","B20 Property damage","B29 Other property damage offences",309,4.902732329
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B311 Residential aggravated burglary",3484,55.278703673
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B312 Non-residential aggravated burglary",143,2.268902016
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B319 Unknown aggravated burglary",5,0.079332238
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B321 Residential non-aggravated burglary",30957,491.177620439
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B322 Non-residential non-aggravated burglary",15953,253.117439638
2017,"March","B Property and deception offences","B30 Burglary/Break and enter","B329 Unknown non-aggravated burglary",96,1.523178976
2017,"March","B Property and deception offences","B40 Theft","B41 Motor vehicle theft",18338,290.958917324
2017,"March","B Property and deception offences","B40 Theft","B42 Steal from a motor vehicle",61773,980.118071757
2017,"March","B Property and deception offences","B40 Theft","B43 Steal from a retail store",18827,298.717610234
2017,"March","B Property and deception offences","B40 Theft","B44 Theft of a bicycle",6234,98.911434758
2017,"March","B Property and deception offences","B40 Theft","B45 Receiving or handling stolen goods",7939,125.963728031
2017,"March","B Property and deception offences","B40 Theft","B46 Fare evasion",89,1.412113842
2017,"March","B Property and deception offences","B40 Theft","B49 Other theft",39718,630.183568453
2017,"March","B Property and deception offences","B50 Deception","B51 Forgery and counterfeiting",2123,33.684468398
2017,"March","B Property and deception offences","B50 Deception","B52 Possess equipment to make false instrument",7,0.111065134
2017,"March","B Property and deception offences","B50 Deception","B53 Obtain benefit by deception",18532,294.037008172
2017,"March","B Property and deception offences","B50 Deception","B54 State false information",889,14.105271976
2017,"March","B Property and deception offences","B50 Deception","B55 Deceptive business practices",5,0.079332238
2017,"March","B Property and deception offences","B50 Deception","B56 Professional malpractice and misrepresentation",66,1.047185546
2017,"March","B Property and deception offences","B50 Deception","B59 Other deception offences",73,1.15825068
2017,"March","B Property and deception offences","B60 Bribery","B61 Bribery of officials",5,0.079332238
2017,"March","C Drug offences","C10 Drug dealing and trafficking","C11 Drug dealing",13,0.20626382
2017,"March","C Drug offences","C10 Drug dealing and trafficking","C12 Drug trafficking",3033,48.122935775
2017,"March","C Drug offences","C20 Cultivate or manufacture drugs","C21 Cultivate drugs",695,11.027181129
2017,"March","C Drug offences","C20 Cultivate or manufacture drugs","C23 Possess drug manufacturing equipment or precursor",344,5.458057998
2017,"March","C Drug offences","C30 Drug use and possession","C31 Drug use",689,10.931982443
2017,"March","C Drug offences","C30 Drug use and possession","C32 Drug possession",10933,173.467872347
2017,"March","C Drug offences","C90 Other drug offences","C99 Other drug offences",9,0.142798029
2017,"March","D Public order and security offences","D10 Weapons and explosives offences","D11 Firearms offences",2073,32.891146014
2017,"March","D Public order and security offences","D10 Weapons and explosives offences","D12 Prohibited and controlled weapons offences",7107,112.762843572
2017,"March","D Public order and security offences","D10 Weapons and explosives offences","D13 Explosives offences",224,3.554084277
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D21 Riot and affray",312,4.950331672
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D22 Drunk and disorderly in public",8312,131.881913011
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D23 Offensive conduct",3072,48.741727234
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D24 Offensive language",723,11.471441664
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D25 Criminal intent",532,8.440950159
2017,"March","D Public order and security offences","D20 Disorderly and offensive conduct","D26 Disorderly conduct",262,4.157009289
2017,"March","D Public order and security offences","D30 Public nuisance offences","D31 Privacy offences",46,0.729856593
2017,"March","D Public order and security offences","D30 Public nuisance offences","D32 Hoaxes",190,3.014625057
2017,"March","D Public order and security offences","D30 Public nuisance offences","D33 Begging",66,1.047185546
2017,"March","D Public order and security offences","D30 Public nuisance offences","D34 Defamation and libel",1,0.015866448
2017,"March","D Public order and security offences","D30 Public nuisance offences","D35 Improper movement on public or private space",1460,23.165013594
2017,"March","D Public order and security offences","D30 Public nuisance offences","D36 Other public nuisance offences",92,1.459713185
2017,"March","D Public order and security offences","D40 Public security offences","D43 Hacking",25,0.396661192
2017,"March","D Public order and security offences","D40 Public security offences","D49 Other public security offences",4,0.063465791
2017,"March","E Justice procedures offences","E10 Justice procedures","E11 Escape custody",118,1.872240825
2017,"March","E Justice procedures offences","E10 Justice procedures","E12 Fail to appear",1,0.015866448
2017,"March","E Justice procedures offences","E10 Justice procedures","E13 Resist or hinder officer",6243,99.054232787
2017,"March","E Justice procedures offences","E10 Justice procedures","E14 Pervert the course of justice or commit perjury",537,8.520282397
2017,"March","E Justice procedures offences","E10 Justice procedures","E15 Prison regulation offences",579,9.186673199
2017,"March","E Justice procedures offences","E10 Justice procedures","E19 Other justice procedures offences",1006,15.961646353
2017,"March","E Justice procedures offences","E20 Breaches of orders","E21 Breach family violence order",18681,296.401108874
2017,"March","E Justice procedures offences","E20 Breaches of orders","E22 Breach intervention order",1905,30.225582806
2017,"March","E Justice procedures offences","E20 Breaches of orders","E23 Breach bail conditions",17855,283.295423101
2017,"March","E Justice procedures offences","E20 Breaches of orders","E29 Breach of other orders",862,13.676877889
2017,"March","F Other offences","F10 Regulatory driving offences","F11 Drink driving",1,0.015866448
2017,"March","F Other offences","F10 Regulatory driving offences","F12 Drug driving",1,0.015866448
2017,"March","F Other offences","F10 Regulatory driving offences","F15 Licensing offences",3,0.047599343
2017,"March","F Other offences","F10 Regulatory driving offences","F19 Other regulatory driving offences",5,0.079332238
2017,"March","F Other offences","F20 Transport regulation offences","F21 Public transport",198,3.141556638
2017,"March","F Other offences","F20 Transport regulation offences","F22 Aviation regulations offences",1,0.015866448
2017,"March","F Other offences","F20 Transport regulation offences","F23 Maritime regulations offences",66,1.047185546
2017,"March","F Other offences","F20 Transport regulation offences","F24 Pedestrian offences",16,0.253863163
2017,"March","F Other offences","F20 Transport regulation offences","F29 Other transport regulation offences",100,1.586644767
2017,"March","F Other offences","F30 Other government regulatory offences","F31 Betting and gaming offences",11,0.174530924
2017,"March","F Other offences","F30 Other government regulatory offences","F32 Commercial regulation offences",24,0.380794744
2017,"March","F Other offences","F30 Other government regulatory offences","F33 Liquor and tobacco licensing offences",70,1.110651337
2017,"March","F Other offences","F30 Other government regulatory offences","F34 Pornography and censorship offences",17,0.26972961
2017,"March","F Other offences","F30 Other government regulatory offences","F35 Intellectual property",5,0.079332238
2017,"March","F Other offences","F30 Other government regulatory offences","F36 Prostitution offences",19,0.301462506
2017,"March","F Other offences","F30 Other government regulatory offences","F39 Other government regulatory offences",32,0.507726325
2017,"March","F Other offences","F90 Miscellaneous offences","F91 Environmental offences",19,0.301462506
2017,"March","F Other offences","F90 Miscellaneous offences","F92 Public health and safety offences",22,0.349061849
2017,"March","F Other offences","F90 Miscellaneous offences","F93 Cruelty to animals",114,1.808775034
2017,"March","F Other offences","F90 Miscellaneous offences","F94 Dangerous substance offences",5,0.079332238
2017,"March","F Other offences","F90 Miscellaneous offences","F99 Other miscellaneous offences",36,0.571192116
