"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"8wbx-tsch","For Hire Vehicles (FHV) - Active","dataset","PLEASE NOTE: This dataset of all TLC licensed for-hire vehicles in good standing is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. If it’s ","2026-05-23T19:18:50.000Z",3729399,"Transportation"
"vx8i-nprf","Civil Service List (Active)","dataset","A Civil Service List consists of all candidates who passed an exam, ranked in score order. An established list is considered active for no less than one year and no more than four years from the date ","2026-05-22T13:04:40.000Z",3448630,"City Government"
"ic3t-wcy2","DOB Job Application Filings","dataset","This dataset contains all job applications submitted through the Borough Offices, through eFiling, or through the HUB, which have a ""Latest Action Date"" since January 1, 2000. This dataset does not in","2026-05-14T22:20:41.000Z",2422481,"Housing & Development"
"dpec-ucu7","TLC New Driver Application Status","dataset","THIS DATASET IS UPDATED SEVERAL TIMES PER DAY. TLC Driver application status check for applicants who had applied for a new TLC driver’s license. For more information and to upload missing requirement","2026-05-24T16:06:34.000Z",1751416,"Transportation"
"xjfq-wh2d","For Hire Vehicles (FHV) - Active Drivers","dataset","PLEASE NOTE: This dataset of all TLC licensed for-hire drivers in good standing is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. If it’s o","2026-05-23T19:18:42.000Z",1743864,"Transportation"
"erm2-nwe9","311 Service Requests from 2020 to Present","dataset","<b>NOTE:</b> Learn more about the latest changes to this dataset: https://opendata.cityofnewyork.us/311-service-requests-from-2010-to-present-updates/

311 responds to thousands of inquiries, comments","2026-05-24T01:36:55.000Z",1231984,"Social Services"
"a9md-ynri","Civil Service List Certification","dataset","A List Certification includes the names of eligible candidates on an Active Civil Service List that has been established.  The Certification may contain part of a list, the whole list, or multiple lis","2026-05-22T13:05:50.000Z",1034768,"City Government"
"k397-673e","Citywide Payroll Data (Fiscal Year)","dataset","Data is collected because of public interest in how the City’s budget is being spent on salary and overtime pay for all municipal employees. Data is input into the City's Personnel Management System (","2026-04-16T20:25:34.000Z",980432,"City Government"
"h9gi-nx95","Motor Vehicle Collisions - Crashes","dataset","The Motor Vehicle Collisions crash table contains details on the crash event. Each row represents a crash event. The Motor Vehicle Collisions data tables contain information from all police reported m","2026-05-22T22:51:40.000Z",863992,"Public Safety"
"ipu4-2q9a","DOB Permit Issuance","dataset","The Department of Buildings (DOB) issues permits for construction and demolition activities in the City of New York. The construction industry must submit an application to DOB with details of the con","2026-05-15T00:45:30.000Z",593185,"Housing & Development"
"tg4x-b46p","Film Permits","dataset","Permits are generally required when asserting the exclusive use of city property, like a sidewalk, a street, or a park. See http://www1.nyc.gov/site/mome/permits/when-permit-required.page","2026-05-23T19:30:10.000Z",516833,"City Government"
"jb3k-j3gp","Medallion Drivers - Active","dataset","PLEASE NOTE: This dataset of active TLC medallion drivers in good standing is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. If it’s older,","2026-05-23T19:16:59.000Z",449897,"Transportation"
"5tub-eh45","Street Hail Livery (SHL) Drivers - Active","dataset","PLEASE NOTE: This dataset of all TLC licensed street hail livery (SHL) drivers in good standing is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s","2026-05-23T19:16:34.000Z",401098,"Transportation"
"43nn-pn8j","DOHMH New York City Restaurant Inspection Results","dataset","The dataset contains every sustained or not yet adjudicated violation citation from every full or special program inspection conducted up to three years prior to the most recent inspection for restaur","2026-05-22T22:05:55.000Z",392781,"Health"
"jz4z-kudi","OATH Hearings Division Case Status","dataset","<b>NOTE:</b> As of May 4, 2026, the Respondent First Name, Respondent Address (Street Name), Respondent Address (City), and Respondent Address (State Name) fields have been removed from this dataset. ","2026-05-23T23:13:05.000Z",383562,"City Government"
"nc67-uf89","Open Parking and Camera Violations","dataset","The Open Parking and Camera Violations dataset was initially loaded with all violations contained in the mainframe database as of May 2016. Subsequent new violation issuance and updates to existing vi","2026-05-24T03:01:42.000Z",342892,"City Government"
"rhe8-mgbb","Medallion  Vehicles - Authorized","dataset","PLEASE NOTE: This dataset of TLC authorized medallion vehicles in good standing is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. If it’s o","2026-05-23T19:17:07.000Z",339599,"Transportation"
"vfnx-vebw","2018 Central Park Squirrel Census - Squirrel Data","dataset","The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present","2023-04-18T19:29:57.000Z",296175,"Environment"
"jb7j-dtam","New York City Leading Causes of Death","dataset","The leading causes of death by sex and ethnicity in New York City in since 2007. Cause of death is derived from the NYC death certificate which is issued for every death that occurs in New York City.
","2026-01-27T19:52:17.000Z",279654,"Health"
"rbx6-tga4","DOB NOW: Build – Approved Permits","dataset","List of all approved construction permits in DOB NOW except for <a href=""https://data.cityofnewyork.us/City-Government/DOB-NOW-Electrical-Permit-Applications/dm9a-ab7w"">Electrical</a>, <a href=""https:","2026-05-23T18:42:16.000Z",259204,"Housing & Development"
"uip8-fykc","NYPD Arrest Data (Year to Date)","dataset","This is a breakdown of every arrest effected in NYC by the NYPD during the current year.
 This data is manually extracted every quarter and reviewed by the Office of Management Analysis and Planning. ","2026-04-28T15:55:17.000Z",253711,"Public Safety"
"dg92-zbpx","City Record Online","dataset","The City Record Online (CROL) is a fully searchable database of notices published in the City Record newspaper, including, but not limited to: public hearings and meetings, public auctions and sales, ","2026-05-24T12:18:27.000Z",249401,"City Government"
"nzjr-3966","NYC Civil Service Titles","dataset","This is a list of NYC civil service title codes and  descriptions used by City of New York agencies as well as if the title requires investigation before appointment.","2026-05-01T15:34:26.000Z",242725,"City Government"
"qgea-i56i","NYPD Complaint Data Historic","dataset","This dataset includes all valid felony, misdemeanor, and violation crimes reported to the New York City Police Department (NYPD) from 2006 to the end of last year (2019). For additional details, pleas","2026-04-28T16:10:09.000Z",242707,"Public Safety"
"6z8x-wfk4","Evictions","dataset","This dataset lists executed evictions within the five boroughs for the years 2017-Present (data prior to January 1, 2017, is not available). The data fields may be sorted by 20 categories of informati","2026-05-24T11:38:43.000Z",227142,"City Government"
"wvxf-dwi5","Housing Maintenance Code Violations","dataset","Pursuant to New York City’s Housing Maintenance Code, the Department of Housing Preservation and Development (HPD) issues violations against conditions, in rental dwelling units and buildings, that ha","2026-05-24T15:02:17.000Z",206263,"Housing & Development"
"bnx9-e6tj","ACRIS - Real Property Master","filter","Document Details for Real Property Related Documents Recorded in ACRIS","2026-05-11T16:03:27.000Z",208242,"City Government"
"eabe-havv","DOB Complaints Received","dataset","This is the universe of complaints received by Department of Buildings (DOB). It includes complaints that come from 311 or that are entered into the system by DOB staff.

A Complaint Categories code","2026-05-24T16:18:10.000Z",202254,"Housing & Development"
"8h9b-rp9u","NYPD Arrests Data (Historic)","dataset","List of every arrest in NYC going back to 2006 through the end of the previous calendar year. This is a breakdown of every arrest effected in NYC by the NYPD going back to 2006 through the end of the ","2026-04-28T15:56:20.000Z",195649,"Public Safety"
"3h2n-5cm9","DOB Violations","dataset","This data set includes older civil penalties (commonly referred to as ‘DOB Violations’) that were issued by the Department of Buildings (DOB) in the Buildings Information System (BIS).  For newer civi","2026-05-24T17:39:46.000Z",168423,"Housing & Development"
"kpav-sd4t","Jobs NYC Postings","dataset","This dataset contains current job postings available on the  City of New York’s official jobs site (http://www.nyc.gov/html/careers/html/search/search.shtml).  Internal postings available to city empl","2026-05-19T19:00:30.000Z",154347,"City Government"
"5uac-w243","NYPD Complaint Data Current (Year To Date)","dataset","This dataset includes all valid felony, misdemeanor, and violation crimes reported to the New York City Police Department (NYPD) for all complete quarters so far this year (2019). For additional detai","2026-04-28T16:08:14.000Z",154018,"Public Safety"
"2v9c-2k7f","FHV Base Aggregate Report","dataset","Monthly report including total dispatched trips, total dispatched shared trips, and unique dispatched vehicles aggregated by FHV (For-Hire Vehicle) base. These have been tabulated from raw trip record","2026-05-23T22:06:16.000Z",152444,"Transportation"
"w9ak-ipjd","DOB NOW: Build – Job Application Filings","dataset","List of most job filings filed in DOB NOW. This dataset does not include certain types of job.  For Electrical jobs, use https://data.cityofnewyork.us/browse?Data-Collection_Data-Collection=DOB+NOW+El","2026-05-23T20:25:40.000Z",144384,"Housing & Development"
"9rz4-mjek","Tax Lien Sale Lists","dataset","Properties with tax and/or water liens that are potentially eligible to be included in the next lien sale.</p>Tax Lien Sale Lists : Properties with tax, water liens and other charges  that are potenti","2025-12-01T14:59:53.000Z",144665,"City Government"
"rc75-m7u3","COVID-19 Daily Counts of Cases, Hospitalizations, and Deaths","dataset","Daily count of NYC residents who tested positive for SARS-CoV-2, who were hospitalized with COVID-19, and deaths among COVID-19 patients.

Note that this dataset currently pulls from https://raw.githu","2026-05-23T19:57:18.000Z",143553,"Health"
"w7w3-xahh","Issued Licenses","dataset","This dataset features licenses issued by the NYC Department of Consumer and Worker Protection (DCWP)—formerly the Department of Consumer Affairs (DCA).","2026-05-22T19:30:16.000Z",141675,"Business"
"pvqr-7yc4","Parking Violations Issued - Fiscal Year 2026","dataset","This dataset provides data on Parking Violations Issued between July 1, 2025 to June 30, 2026.  In New York City, the fiscal year begins on July 1st of one calendar year and ends on June 30th of the f","2026-05-18T16:11:19.000Z",137777,"City Government"
"c3uy-2p5r","Air Quality and Health Impacts","dataset","Dataset contains information on New York City air quality surveillance data.

Air pollution is one of the most important environmental threats to urban populations and while all people are exposed, po","2026-04-21T13:21:31.000Z",137725,"Environment"
"833y-fsy8","ARCHIVED_NYPD Shooting Incident Data (Historic)","dataset","<b>NOTE:</b> This NYPD Shooting Incident dataset was replaced with three related datasets – for shootings, shooting victims, and shooting offenders. The new structure should be clearer and easier to u","2026-02-26T20:36:32.000Z",137590,"Public Safety"
"uvpi-gqnh","2015 Street Tree Census - Tree Data","dataset","Street tree data from the TreesCount! 2015 Street Tree Census, conducted by volunteers and staff organized by NYC Parks & Recreation and partner organizations. Tree data collected includes tree specie","2024-11-12T14:28:19.000Z",135227,"Environment"
"5ucz-vwe8","Shootings (2006-Present)","dataset","This dataset is part of a data collection that includes three related datasets covering shootings, shooting victims, and shooting offenders. For the complete data collection, please follow <a href=""ht","2026-04-28T14:05:22.000Z",135411,"Public Safety"
"8586-3zfm","Active Projects Under Construction","dataset","New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction.","2026-05-07T18:14:52.000Z",130039,"Housing & Development"
"yhuu-4pt3","Street Hail Livery (SHL) Permits","dataset","PLEASE NOTE: This dataset of all authorized Street Hail Livery Permits is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. If it’s older, fin","2026-05-23T19:17:08.000Z",124844,"Transportation"
"eccv-9dzr","CURRENT BASES","dataset","<b>For up-to-date list of FHV bases, please visit <a href=""https://app.powerbigov.us/view?r=eyJrIjoiZWYzMDZiNjEtNDViNC00NjYyLTk2NTgtNzJkYzM4Njc4NDcyIiwidCI6IjMyZjU2ZmM3LTVmODEtNGUyMi1hOTViLTE1ZGE2NjUx","2026-05-23T22:06:23.000Z",119705,"Transportation"
"xywu-7bv9","New York City Population by Borough, 1950 - 2040","dataset","Unadjusted decennial census data from 1950-2000 and projected figures from 2010-2040: summary table of New York City population numbers and percentage share by Borough, including school-age (5 to 17),","2022-05-09T22:20:51.000Z",115941,"City Government"
"ye3c-m4ga","Civil List","dataset","The Civil List reports the agency code (DPT), first initial and last name (NAME), agency name (ADDRESS), title code (TTL #), pay class (PC), and salary (SAL-RATE) of individuals who were employed by t","2025-07-30T16:19:12.000Z",115492,"City Government"
"hc8x-tcnd","FDNY Firehouse Listing","dataset","Location of Firehouses and companies","2022-04-08T18:08:37.000Z",112262,"Public Safety"
"6bgk-3dad","DOB ECB Violations","dataset","This data set includes summonses issued by the Department of Buildings that are adjudicated by OATH/ECB. Separately, civil penalties (commonly referred to as ‘DOB Violations’) are found in the <a href","2026-05-24T16:45:31.000Z",108210,"Housing & Development"
"pe54-wf39","TLC Approved LabCorp Patient Services Drug Test Locations","dataset","List of TLC approved LabCorp Drug Test Locations. For inquiries about the contents of this dataset, please email tlccompliance@tlc.nyc.gov","2025-10-08T19:14:54.000Z",109871,"Transportation"
"25th-nujf","Popular Baby Names","dataset","Popular Baby Names by Sex and Ethnic Group
Data were collected through civil birth registration. Each record represents the ranking of a baby name in the order of frequency. Data can be used to repre","2026-02-24T15:25:28.000Z",108259,"Health"
"qyyg-4tf5","Recent Contract Awards","filter","The Office of Citywide Procurement (OCP) solicits and awards contracts for a wide variety of goods and services on behalf of all City agencies.","2026-05-24T12:18:27.000Z",106149,"City Government"
"ia2d-e54m","Water Consumption in the City of New York","dataset","A brief history of water consumption in the New York City Water Supply System (Based on New York City Census population)","2025-05-21T16:20:18.000Z",105206,"Environment"
"pasr-j7fb","Emergency Response Incidents","dataset","Type and address of emergency incident to which OEM responded","2025-06-23T11:41:15.000Z",104163,"Public Safety"
"muvi-b6kx","Property Exemption Detail","dataset","Government, Not-for-Profit and Commercial Exemptions maintained by NYC Department of Finance.

The Department of Finance administers a number of benefits for property owners in the form of exemption","2026-01-27T15:14:36.000Z",100770,"City Government"
"f9bf-2cp4","2012 SAT Results","dataset","The most recent school level results for New York City on the SAT. Results are available at the school level for the graduating seniors of 2012. Records contain 2012 College-bound seniors mean SAT sco","2024-11-26T23:07:25.000Z",98396,"Education"
"hg8x-zxpr","Affordable Housing Production by Building","dataset","The Department of Housing Preservation and Development (HPD) reports on projects, buildings, and units that began after January 1, 2014, and are counted towards either the Housing New York plan (1/1/2","2026-05-19T14:48:04.000Z",96379,"Housing & Development"
"76xm-jjuj","EMS Incident Dispatch Data","dataset","The EMS Incident Dispatch Data file contains data that is generated by the EMS Computer Aided Dispatch System. The data spans from the time the incident is created in the system to the time the incide","2026-05-15T21:58:57.000Z",96219,"Public Safety"
"7479-ugqb","Daily Inmates In Custody","dataset","Daily inmates in custody with attributes (custody level, mental health designation, race, gender, age, leagal status, sealed status, security risk group membership, top charge,  and infraction flag). ","2026-05-23T19:19:18.000Z",95610,"Public Safety"
"jgtb-hmpg","Medallion Vehicles - Inactive","dataset","PLEASE NOTE: This dataset of all TLC inactive medallion vehicles is updated daily between 4–7 PM. Check the “Last Update Date” to confirm it shows today’s or yesterday’s date. Check the “Last Update D","2026-05-23T19:15:20.000Z",93596,"Transportation"
"t29m-gskq","2018 Yellow Taxi Trip Data","dataset","These records are generated from the trip record submissions made by yellow taxi Technology Service Providers (TSPs). Each row represents a single trip in a yellow taxi. The trip records include field","2023-12-14T20:46:24.000Z",90381,"Transportation"
"64uk-42ks","Primary Land Use Tax Lot Output (PLUTO)","dataset","Extensive land use and geographic data at the tax lot level in comma-separated values (CSV) file format. The PLUTO files contain more than seventy fields derived from data maintained by city agencies.","2026-02-20T19:37:00.000Z",88888,"City Government"
"k46n-sa2m","DHS Daily Report","dataset","This dataset includes the daily number of families and individuals residing in the Department of Homeless Services (DHS) shelter system and the daily number of families applying to the DHS shelter sys","2026-05-23T19:00:20.000Z",84068,"Social Services"
"6pui-xhxz","NYCDEP Citywide Hydrants","map","NYCDEP Citywide Hydrants","2025-12-18T15:30:28.000Z",84386,"Environment"
"uiay-nctu","Open Streets Locations","dataset","New York City's Open Streets program transforms streets into public spaces open to all. These public spaces allows a variety of activities including education and cultural programming as well as build","2026-05-01T10:14:23.000Z",83656,"Health"
"wnu3-egq7","New York City Truck Routes (Map)","map","The New York City Truck Route Network is a set of roads that commercial vehicles must use in New York City. 

NYC Truck Routes are also available in LION data. 
https://data.cityofnewyork.us/City-G","2026-03-02T19:36:22.000Z",82379,"Transportation"
"enfh-gkve","Parks Properties","dataset","This dataset identifies property managed partially or solely by NYC Parks. This data has been produced in whole or part using secondary data. Data accuracy is limited by the scale and accuracy of the ","2026-05-18T14:06:26.000Z",80078,"Recreation"
"bs8b-p36w","DOB Certificate Of Occupancy","dataset","A Certificate of Occupancy (CO) states a building’s legal use and/or type of permitted occupancy. New buildings must have a CO, and existing buildings must have a current or amended CO when there is a","2026-05-23T20:40:31.000Z",77840,"Housing & Development"
"867j-5pgi","Trade Waste Hauler Licensees","dataset","Companies listed as of the most recent export date have been issued trade waste removal licenses by the Business Integrity Commission and, therefore, are authorized to collect and remove all types of ","2026-05-22T19:32:03.000Z",77122,"City Government"
"uyj8-7rv5","Sandy Inundation Zone","map","Areas of New York City that were flooded as a result of Hurricane Sandy.","2024-02-20T00:14:19.000Z",76982,"Environment"
"swpk-hqdp","New York City Population By Neighborhood Tabulation Areas","dataset","Population Numbers By New York City Neighborhood Tabulation Areas

The data was collected from Census Bureaus' Decennial data dissemination (SF1). 
Neighborhood Tabulation Areas (NTAs), are aggrega","2020-02-08T00:56:21.000Z",69916,"City Government"
"636b-3b5g","ACRIS - Real Property Parties","filter","Party Names for Real Property Related Documents Recorded in ACRIS","2026-05-11T16:01:56.000Z",71121,"City Government"
"y7az-s7wc","J-51 Exemption and Abatement (Historical)","dataset","This dataset provides J-51 benefit data earlier than tax year 2019 and is not updated. To view J-51 benefit data for newer tax years, visit the <a target=""_blank"" href=""https://data.cityofnewyork.us/C","2024-08-16T19:51:08.000Z",71306,"City Government"
"f7dc-2q9f","SARS-CoV-2 concentrations measured in NYC Wastewater","dataset","Results of sampling to determine the SARS-CoV-2 N gene levels in NYC DEP Wastewater Resource Recovery Facility (WRRF) influent, disaggregated by the WRRF where the sample was collected, date sample wa","2026-05-04T15:14:45.000Z",68953,"Health"
"fak5-wcft","2018 Squirrel Census  Fur Color Map","map","The Squirrel Census (https://www.thesquirrelcensus.com/) is a multimedia science, design, and storytelling project focusing on the Eastern gray (Sciurus carolinensis). They count squirrels and present","2024-11-06T19:53:57.000Z",67972,"Environment"
"8m42-w767","Fire Incident Dispatch Data","dataset","The Fire Incident Dispatch Data file contains data that is generated by the Starfire Computer Aided Dispatch System. The data spans from the time the incident is created in the system to the time the ","2026-04-17T19:56:39.000Z",66396,"Public Safety"
"8h5j-fqxa","ACRIS - Real Property Legals","filter","Property Details for Real Property Related Documents Recorded in ACRIS","2026-05-11T16:01:35.000Z",63820,"City Government"
"xi7c-iiu2","New York City Population By Community Districts","dataset","New York City Population By Community Districts

The data was collected from Census Bureaus' Decennial data dissemination (SF1) for the years 1970, 1980, 1990, 2000 and 2010.

Compiled by the Popu","2024-11-12T20:45:47.000Z",62124,"City Government"
"mdcw-n682","Greenbook","dataset","The Green Book Online is a fully searchable database which gives New Yorkers the opportunity to search for the agencies, offices, boards and commissions that keep our City running. It includes listing","2026-05-21T19:52:14.000Z",62033,"City Government"
"7ym2-wayt","Automated Traffic Volume Counts","dataset","New York City Department of Transportation (NYC DOT) uses Automated Traffic Recorders (ATR) to collect traffic sample volume counts at bridge crossings and roadways.These counts do not cover the entir","2026-03-20T04:21:01.000Z",61668,"Transportation"
"ncbg-6agr","DOF Parking Violation Codes","dataset","This dataset defines the parking violation codes in New York City and lists the fines. Each fine amount includes a $15 New York State Criminal Justice surcharge.","2024-07-30T19:04:37.000Z",59290,"Transportation"
"8y4t-faws","Property Valuation and Assessment Data Tax Classes 1,2,3,4","dataset","Real Estate Assessment Property data. Data represent NYC properties assessments for purpose to calculate Property Tax, Grant eligible properties Exemptions and/or Abatements. Data collected and entere","2026-03-09T14:27:59.000Z",58760,"City Government"
"nu7n-tubp","NYC Dog Licensing Dataset","dataset","Active Dog Licenses.

All dog owners residing in NYC are required by law to license their dogs. The data is sourced from the DOHMH Dog Licensing System (https://a816-healthpsi.nyc.gov/DogLicense), w","2025-02-25T18:41:31.000Z",58319,"Health"
"2de2-6x2h","Bi-Annual Pedestrian Counts (Map)","map","An index of pedestrian volumes tracking the long-term trends of neighborhood commercial corridors. Data is collected at 114 locations, including 100 on-street locations (primarily retail corridors), 1","2026-04-21T15:50:39.000Z",58200,"Transportation"
"p937-wjvj","Rodent Inspection","dataset","Dataset contains information on rat inspections.

Rat Information Portal Data Release Notes        April 20, 2015

The Rat Information Portal (RIP) is a web-based mapping application where users can v","2026-05-24T09:13:52.000Z",56345,"Health"
"n2zq-pubd","NYPD Calls for Service (Year to Date)","dataset","Calls for Service to NYPD's 911 system</br>
This dataset documents entries  into the NYPD 911 system, ICAD.  The data is collected from the ICAD system which call takers and dispatchers use to communi","2026-02-09T17:06:38.000Z",57446,"Public Safety"
"i4p3-pe6a","Open Parking and Camera Violations","story","This dataset contains Open Parking and Camera Violations issued by the City of New York. Updates will be applied to this data set on the following schedule:
New or open tickets will be updated weekly ","2023-08-29T19:33:07.736Z",55488,NA
"h2n3-98hq","Election Districts","map","GIS data: Boundaries of Election Districts.

All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[y","2026-05-21T14:17:26.000Z",55314,"City Government"
"wz6d-d3jb","Bedbug Reporting","dataset","Property owners are required to obtain bedbug infestation history from tenants or a dwelling unit owner. This dataset captures the bedbug infestation history as reported by the property owner. 
</p>","2026-05-15T21:55:23.000Z",54967,"Housing & Development"
"ebb7-mvp5","DSNY Monthly Tonnage Data","dataset","DSNY Monthly Tonnage Data provides monthly collection tonnages that the Department of Sanitation collects from NYC residences and institutions. For more information about DSNY collection services, see","2026-05-12T20:59:27.000Z",54730,"City Government"
"dpc8-z3jc","1 foot Digital Elevation Model (DEM)","href","NYC 1foot Digital Elevation Model:
A bare-earth, hydro-flattened, digital-elevation surface model derived from 2010 Light Detection and Ranging (LiDAR) data. Surface models are raster representations","2024-10-30T14:28:24.000Z",53132,"City Government"
"tesw-yqqr","Multiple Dwelling Registrations","dataset","Pursuant to New York City’s Housing Maintenance Code, the Department of Housing 
Preservation and Development (HPD) collects registration information from owners of 
residential rental units. Owners","2026-05-01T19:25:57.000Z",51439,"Housing & Development"
"ci93-uc8s","SBS Certified Business List","dataset","The City’s certification programs, including the Minority and Women-owned Business Enterprise (M/WBE) Program, the Emerging Business Enterprise (EBE) Program and the Locally-based Business Enterprise ","2026-04-28T13:39:05.000Z",51622,"Business"
"mvib-nh9w","Parking Meters Locations and Status (Map)","map","Multiple space muni-meters located along streets and municipal parking facilities where metered parking are available. For any parking meter complaint, please visit the <a href=""https://portal.311.nyc","2026-05-18T12:16:13.000Z",50830,"Transportation"
"pri4-ifjk","Modified Zip Code Tabulation Areas (MODZCTA)","dataset","A shapefile for mapping data by Modified Zip Code Tabulation Areas (MODZCTA) in NYC, based on the 2010 Census ZCTA shapefile. MODZCTA are being used by the NYC Department of Health & Mental Hygiene (D","2020-05-19T18:08:13.000Z",50146,"Health"
"tqtj-sjs8","Street Construction Permits (2022 - Present)","dataset","DOT issues over 150 different types of sidewalk and roadway construction permits to utilities, contractors, government agencies and homeowners. Permits cover activities such as street openings, sidewa","2026-05-23T20:42:54.000Z",49687,"Transportation"
"i6b5-j7bu","Street Closures due to Construction Activities by Block","dataset","DOT Street Closure data identifies locations in the New York City Street Closure map where a street is subject to a full closure, restricting through traffic, for the purpose of conducting constructio","2026-05-18T12:19:42.000Z",49436,"Transportation"
"ez4e-fazm","Bus Breakdown and Delays","dataset","The Bus Breakdown and Delay system collects information from school bus vendors operating out in the field in real time. Bus staff that encounter delays during the route are instructed to radio the di","2026-05-24T10:32:57.000Z",48717,"Transportation"
"btm5-ppia","Traffic Volume Counts (Historical)","dataset","This is static historical dataset. New York City Department of Transportation (NYC DOT) uses Automated Traffic Recorders (ATR) to collect traffic sample volume counts at bridge crossings and roadways.","2026-01-30T19:28:28.000Z",49054,"Transportation"
"c5dk-m6ea","Citywide Crime Statistics","href","Statistical breakdown by citywide, borough, and precinct.","2024-10-30T14:28:39.000Z",46565,"Public Safety"
"yjxr-fw8i","Property Valuation and Assessment Data","dataset","Real Estate Assessment Property data.
The Department of Finance values properties every year as one step in calculating property tax bills.","2022-05-09T22:25:43.000Z",47660,"City Government"
"zkky-n5j3","Current Reservoir Levels","dataset","The daily capacity and percent of capacity filled for each of the City's reservoirs.","2025-10-22T13:36:25.000Z",46841,"Environment"
"vsnr-94wk","Citi Bike System Data","href","Data to solve Citi Bike's Big Idea.
Citi Bike Live Station Feed (JSON) - https://gbfs.citibikenyc.com/gbfs/en/station_status.json

Please note:
Files not prefixed with ‘JC’ contain Citi Bike System Da","2025-08-14T15:44:57.000Z",46261,NA
"5zyy-y8am","NYC Building Energy and Water Data Disclosure for Local Law 84 2023 to Present (Data for Calendar Year 2022-Present)","dataset","Local Law 84 of 2009 (LL84) requires annual energy and water benchmarking data to be submitted by owners of buildings with more than 50,000 square feet. This data is collected via the Environmental Pr","2026-04-21T13:22:12.000Z",45134,"Environment"
"tvpp-9vvx","NYC Permitted Event Information","dataset","This list contains information on approved event applications that will occur within the next month. Please note that Permitted Film Events only reflect those permits which will impact one or more str","2026-05-23T19:20:04.000Z",45033,"City Government"
"biws-g3hs","2017 Yellow Taxi Trip Data","dataset","These records are generated from the trip record submissions made by yellow taxi Technology Service Providers (TSPs). Each row represents a single trip in a yellow taxi. The trip records include field","2023-12-14T20:45:49.000Z",45005,"Transportation"
"7zb8-7bpk","Property Tax Rates by Tax Class","dataset","Table of tax rates by year","2024-11-14T18:46:28.000Z",44061,"City Government"
"mnz3-dyi8","2011 NYC School Survey","href","Every year, all parents, all teachers, and students in grades 6 - 12 take the NYC School Survey. The survey ranks among the largest surveys of any kind ever conducted nationally. 

Survey results pr","2024-11-26T23:16:44.000Z",42807,"Education"
"szwg-xci6","NYC Planimetric Database: Elevation Points","map","Elevation points were captured for all building footprint features.			
Please see the following link for additional documentation- https://github.com/CityOfNewYork/nyc-planimetrics/blob/master/Captur","2024-04-25T19:41:01.000Z",42389,"Transportation"
"rsgh-akpg","DOHMH Dog Bite Data","dataset","NYC Reported Dog Bites.

Section 11.03 of NYC Health Code requires all animals bites to be reported within 24 hours of the event.

Information reported assists the Health Department to determine if th","2025-08-19T14:49:57.000Z",42109,"Health"
"gysc-yn4h","NYC City Hall Library Catalog","dataset","The City Hall Library is New York City's official depository for all agency published reports and studies. More info can be found at http://nyc.gov/html/records/html/about/chlibrary.shtml","2020-07-04T03:56:50.000Z",41771,"Recreation"
"4e2n-s75z","Suitability of City-Owned and Leased Property for Urban Agriculture (LL 48 of 2011)","dataset","List of City-Owned and Operated Real Property. List fulfils requirements of Local Law 48 of 2011. Among other property information, list includes an assessment provided by the Department of Parks and ","2025-09-17T19:35:28.000Z",41221,"City Government"
"e98g-f8hy","Property Data (Buildings Information System)","dataset","Do not use this dataset. It does not actually provide Property Data in its current form. We are working on improvements to the dataset to more accurately reflect its title and original intent.","2019-03-19T18:34:35.000Z",41213,"Housing & Development"
"9nt8-h7nd","2020 Neighborhood Tabulation Areas (NTAs)","dataset","2020 Neighborhood Tabulation Areas (NTAs) are medium-sized statistical geographies for reporting Decennial Census and American Community Survey (ACS). 2020 NTAs are created by aggregating 2020 census ","2026-03-09T20:52:09.000Z",40550,"City Government"
"m2vu-mgzw","Digital City Map – Shapefile","map","The Digital City Map (DCM) data represents street lines and other features shown on the City Map, which is the official street map of the City of New York. The City Map consists of 5 different sets of","2024-11-01T20:22:27.000Z",40537,"City Government"
"bqiq-cu78","NYPD Hate Crimes","dataset","Dataset containing confirmed hate crime incidents in NYC","2026-04-28T13:55:36.000Z",40343,"Public Safety"
"dsg6-ifza","DOHMH Childcare Center Inspections (Historical)","dataset","This dataset contains a list of all inspections conducted and any associated violations at active, city-regulated, center-based child care programs and summer camps over the past 3 years. The violatio","2026-02-11T16:45:26.000Z",39863,"Health"
"bm4k-52h4","Motor Vehicle Collisions - Vehicles","dataset","The Motor Vehicle Collisions vehicle table contains details on each vehicle involved in the crash. Each row represents a motor vehicle involved in a crash. The data in this table goes back to April 20","2026-05-22T23:24:48.000Z",39558,"Public Safety"
